timestamp,date,time,time_period,location,price,last4ccnum,loyaltynum
6/1/2014 10:18,6/1/2014,10:18:00,9am to 11:59am,Maximum Iron & Steel,2859.51,9220,L4063
6/1/2014 11:33,6/1/2014,11:33:00,9am to 11:59am,Stewart & Sons Fabrication,2144.62,9735,L9633
6/1/2014 11:57,6/1/2014,11:57:00,9am to 11:59am,Carlyle Chemical Inc.,3959.66,9220,L4063
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Coffee Shack,51.51,7117,NA
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,10.28,1415,L7783
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,16.09,9635,L3191
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,5.72,7688,L4164
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,11.03,6899,L6267
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,16.89,2540,L5947
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,8.54,1877,L3014
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,4.35,8332,L2070
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,5.24,1321,L4149
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,4.27,6895,L3366
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,18.59,9241,L3288
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,27.84,8156,NA
6/1/2014 12:00,6/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,18.1,2463,L6886
6/1/2014 12:16,6/1/2014,12:16:00,12pm to 2:59pm,Abila Airport,1873.79,8642,NA
6/1/2014 12:56,6/1/2014,12:56:00,12pm to 2:59pm,Katerina's Cafe,13.68,8332,NA
6/1/2014 12:57,6/1/2014,12:57:00,12pm to 2:59pm,Hippokampos,9.16,8156,NA
6/1/2014 13:18,6/1/2014,13:18:00,12pm to 2:59pm,Abila Zacharo,106.93,2418,NA
6/1/2014 13:19,6/1/2014,13:19:00,12pm to 2:59pm,Gelatogalore,12.74,7253,L1682
6/1/2014 13:19,6/1/2014,13:19:00,12pm to 2:59pm,Kalami Kafenion,70.1,3484,NA
6/1/2014 13:20,6/1/2014,13:20:00,12pm to 2:59pm,Hippokampos,34.03,6691,L6267
6/1/2014 13:21,6/1/2014,13:21:00,12pm to 2:59pm,Hippokampos,28.23,9551,NA
6/1/2014 13:22,6/1/2014,13:22:00,12pm to 2:59pm,Ouzeri Elian,38.9,2540,L5947
6/1/2014 13:23,6/1/2014,13:23:00,12pm to 2:59pm,Hippokampos,13.26,4795,L8566
6/1/2014 13:24,6/1/2014,13:24:00,12pm to 2:59pm,Guy's Gyros,15.44,1415,L7783
6/1/2014 13:27,6/1/2014,13:27:00,12pm to 2:59pm,Abila Zacharo,30.08,7688,L4164
6/1/2014 13:27,6/1/2014,13:27:00,12pm to 2:59pm,Abila Zacharo,50.14,1286,L3288
6/1/2014 13:28,6/1/2014,13:28:00,12pm to 2:59pm,Katerina's Cafe,33.54,8411,L6110
6/1/2014 13:28,6/1/2014,13:28:00,12pm to 2:59pm,Kalami Kafenion,8.64,5407,L4034
6/1/2014 13:30,6/1/2014,13:30:00,12pm to 2:59pm,Guy's Gyros,16.92,7384,L3800
6/1/2014 13:35,6/1/2014,13:35:00,12pm to 2:59pm,Hippokampos,36.54,2681,L1107
6/1/2014 13:35,6/1/2014,13:35:00,12pm to 2:59pm,Abila Zacharo,92.05,7354,NA
6/1/2014 13:37,6/1/2014,13:37:00,12pm to 2:59pm,Ouzeri Elian,20.56,6816,L8148
6/1/2014 13:39,6/1/2014,13:39:00,12pm to 2:59pm,Guy's Gyros,11.22,1310,L8012
6/1/2014 13:41,6/1/2014,13:41:00,12pm to 2:59pm,Gelatogalore,22.64,7889,L6119
6/1/2014 13:42,6/1/2014,13:42:00,12pm to 2:59pm,Ouzeri Elian,20.4,6895,L3366
6/1/2014 13:46,6/1/2014,13:46:00,12pm to 2:59pm,Guy's Gyros,30.82,9635,L3191
6/1/2014 13:46,6/1/2014,13:46:00,12pm to 2:59pm,Katerina's Cafe,18.56,6899,L6267
6/1/2014 13:46,6/1/2014,13:46:00,12pm to 2:59pm,Guy's Gyros,99.67,2463,NA
6/1/2014 13:47,6/1/2014,13:47:00,12pm to 2:59pm,Kalami Kafenion,22.13,1321,NA
6/1/2014 13:48,6/1/2014,13:48:00,12pm to 2:59pm,Ouzeri Elian,20.74,5368,L2247
6/1/2014 13:48,6/1/2014,13:48:00,12pm to 2:59pm,Ouzeri Elian,30.87,5921,L3295
6/1/2014 13:50,6/1/2014,13:50:00,12pm to 2:59pm,Katerina's Cafe,13.59,1874,L4424
6/1/2014 13:50,6/1/2014,13:50:00,12pm to 2:59pm,Katerina's Cafe,32.64,9617,L5553
6/1/2014 13:52,6/1/2014,13:52:00,12pm to 2:59pm,Kalami Kafenion,22.31,4434,L2169
6/1/2014 13:52,6/1/2014,13:52:00,12pm to 2:59pm,Gelatogalore,36.33,3492,L7814
6/1/2014 13:53,6/1/2014,13:53:00,12pm to 2:59pm,Katerina's Cafe,36.95,2142,NA
6/1/2014 13:54,6/1/2014,13:54:00,12pm to 2:59pm,Abila Zacharo,23.15,9405,L3259
6/1/2014 13:57,6/1/2014,13:57:00,12pm to 2:59pm,Hippokampos,8.64,1877,L3014
6/1/2014 13:58,6/1/2014,13:58:00,12pm to 2:59pm,Hippokampos,38.25,8202,L2343
6/1/2014 13:59,6/1/2014,13:59:00,12pm to 2:59pm,Katerina's Cafe,39.41,3853,L1485
6/1/2014 14:00,6/1/2014,14:00:00,12pm to 2:59pm,Kalami Kafenion,13.08,7117,L6417
6/1/2014 14:00,6/1/2014,14:00:00,12pm to 2:59pm,Gelatogalore,23.41,7819,L5259
6/1/2014 14:04,6/1/2014,14:04:00,12pm to 2:59pm,Hippokampos,30.88,4948,L9406
6/1/2014 14:05,6/1/2014,14:05:00,12pm to 2:59pm,Abila Zacharo,78.11,7108,NA
6/1/2014 14:15,6/1/2014,14:15:00,12pm to 2:59pm,Kalami Kafenion,27.4,8129,L8328
6/1/2014 14:17,6/1/2014,14:17:00,12pm to 2:59pm,Katerina's Cafe,19.65,6901,L9363
6/1/2014 15:14,6/1/2014,15:14:00,3pm to 5:59pm,Abila Airport,777.06,9220,L4063
6/1/2014 15:39,6/1/2014,15:39:00,3pm to 5:59pm,Abila Airport,612.47,8642,L2769
6/1/2014 17:28,6/1/2014,17:28:00,3pm to 5:59pm,U-Pump,59.51,3484,L2490
6/1/2014 18:56,6/1/2014,18:56:00,6pm to 8:59pm,Katerina's Cafe,78.65,8411,NA
6/1/2014 19:08,6/1/2014,19:08:00,6pm to 8:59pm,Katerina's Cafe,26.46,8129,L8328
6/1/2014 19:18,6/1/2014,19:18:00,6pm to 8:59pm,Guy's Gyros,39.29,7384,L3800
6/1/2014 19:50,6/1/2014,19:50:00,6pm to 8:59pm,Frydos Autosupply n' More,273.87,9241,NA
6/1/2014 20:07,6/1/2014,20:07:00,6pm to 8:59pm,Katerina's Cafe,23.63,7253,L1682
6/1/2014 20:08,6/1/2014,20:08:00,6pm to 8:59pm,Katerina's Cafe,12.32,1874,L4424
6/1/2014 20:09,6/1/2014,20:09:00,6pm to 8:59pm,Guy's Gyros,11.94,6901,L9363
6/1/2014 20:12,6/1/2014,20:12:00,6pm to 8:59pm,Frydos Autosupply n' More,80.85,8202,L2343
6/1/2014 20:13,6/1/2014,20:13:00,6pm to 8:59pm,Guy's Gyros,22.57,3484,L2490
6/1/2014 20:15,6/1/2014,20:15:00,6pm to 8:59pm,Guy's Gyros,117.82,6816,NA
6/1/2014 20:15,6/1/2014,20:15:00,6pm to 8:59pm,Frydos Autosupply n' More,175.87,5368,L2247
6/1/2014 20:19,6/1/2014,20:19:00,6pm to 8:59pm,Katerina's Cafe,21.66,2418,NA
6/1/2014 20:20,6/1/2014,20:20:00,6pm to 8:59pm,Hippokampos,35.34,1321,L4149
6/1/2014 20:24,6/1/2014,20:24:00,6pm to 8:59pm,Guy's Gyros,28.94,7819,L5259
6/1/2014 20:26,6/1/2014,20:26:00,6pm to 8:59pm,Albert's Fine Clothing,276.9,9551,L5777
6/1/2014 20:28,6/1/2014,20:28:00,6pm to 8:59pm,Guy's Gyros,95.29,7108,NA
6/1/2014 20:29,6/1/2014,20:29:00,6pm to 8:59pm,Hippokampos,85.5,6895,NA
6/1/2014 20:29,6/1/2014,20:29:00,6pm to 8:59pm,Katerina's Cafe,17.92,9405,L3259
6/1/2014 20:30,6/1/2014,20:30:00,6pm to 8:59pm,Katerina's Cafe,28,6691,L6267
6/1/2014 20:33,6/1/2014,20:33:00,6pm to 8:59pm,Katerina's Cafe,15.52,5921,L3295
6/1/2014 20:36,6/1/2014,20:36:00,6pm to 8:59pm,Hippokampos,26.8,1877,L3014
6/1/2014 20:46,6/1/2014,20:46:00,6pm to 8:59pm,Hippokampos,24.41,7117,L6417
6/1/2014 20:46,6/1/2014,20:46:00,6pm to 8:59pm,Hippokampos,21.33,1415,L7783
6/1/2014 20:47,6/1/2014,20:47:00,6pm to 8:59pm,Frydos Autosupply n' More,149.3,5407,NA
6/1/2014 20:49,6/1/2014,20:49:00,6pm to 8:59pm,Shoppers' Delight,293.67,7354,L9254
6/1/2014 20:52,6/1/2014,20:52:00,6pm to 8:59pm,Hippokampos,17.27,7688,L4164
6/1/2014 20:59,6/1/2014,20:59:00,6pm to 8:59pm,Katerina's Cafe,26.1,3492,L7814
6/1/2014 21:03,6/1/2014,21:03:00,9pm to 11:59pm,Katerina's Cafe,10.72,9617,NA
6/1/2014 21:03,6/1/2014,21:03:00,9pm to 11:59pm,Albert's Fine Clothing,121.76,4434,L2169
6/1/2014 21:11,6/1/2014,21:11:00,9pm to 11:59pm,Hippokampos,28.14,8156,NA
6/1/2014 21:12,6/1/2014,21:12:00,9pm to 11:59pm,Katerina's Cafe,26.51,4948,L9406
6/1/2014 21:23,6/1/2014,21:23:00,9pm to 11:59pm,Frydos Autosupply n' More,197.32,2142,L9637
6/1/2014 21:32,6/1/2014,21:32:00,9pm to 11:59pm,Frydos Autosupply n' More,314.98,1310,NA
6/1/2014 21:52,6/1/2014,21:52:00,9pm to 11:59pm,Hippokampos,20.61,8332,L2070
7/1/2014 7:27,7/1/2014,7:27:00,6am to 8:59am,Brew've Been Served,5.08,7384,L3800
7/1/2014 7:31,7/1/2014,7:31:00,6am to 8:59am,Brew've Been Served,12.74,5368,L2247
7/1/2014 7:33,7/1/2014,7:33:00,6am to 8:59am,Brew've Been Served,7.09,4795,NA
7/1/2014 7:35,7/1/2014,7:35:00,6am to 8:59am,Hallowed Grounds,14.05,7889,L6119
7/1/2014 7:37,7/1/2014,7:37:00,6am to 8:59am,Hallowed Grounds,8.91,8129,L8328
7/1/2014 7:41,7/1/2014,7:41:00,6am to 8:59am,Hallowed Grounds,19.59,1874,NA
7/1/2014 7:45,7/1/2014,7:45:00,6am to 8:59am,Brew've Been Served,19.6,6816,NA
7/1/2014 7:46,7/1/2014,7:46:00,6am to 8:59am,Hallowed Grounds,84.44,9551,NA
7/1/2014 7:46,7/1/2014,7:46:00,6am to 8:59am,Coffee Cameleon,9.1,5921,L3295
7/1/2014 7:47,7/1/2014,7:47:00,6am to 8:59am,Hallowed Grounds,7.88,1310,L8012
7/1/2014 7:48,7/1/2014,7:48:00,6am to 8:59am,Hallowed Grounds,18.97,7108,L6544
7/1/2014 7:49,7/1/2014,7:49:00,6am to 8:59am,Coffee Cameleon,27.66,7253,NA
7/1/2014 7:50,7/1/2014,7:50:00,6am to 8:59am,Brew've Been Served,4.39,5407,L4034
7/1/2014 7:50,7/1/2014,7:50:00,6am to 8:59am,Hallowed Grounds,9.61,3492,L7814
7/1/2014 7:52,7/1/2014,7:52:00,6am to 8:59am,Brew've Been Served,3,4434,L2169
7/1/2014 7:54,7/1/2014,7:54:00,6am to 8:59am,Brew've Been Served,11.92,1286,L3572
7/1/2014 7:55,7/1/2014,7:55:00,6am to 8:59am,Brew've Been Served,69.06,3484,NA
7/1/2014 7:56,7/1/2014,7:56:00,6am to 8:59am,Brew've Been Served,98.53,9683,NA
7/1/2014 7:57,7/1/2014,7:57:00,6am to 8:59am,Hallowed Grounds,10.33,6691,L6267
7/1/2014 7:58,7/1/2014,7:58:00,6am to 8:59am,Brew've Been Served,17.4,8202,L2343
7/1/2014 8:00,7/1/2014,8:00:00,6am to 8:59am,Brew've Been Served,11.91,4948,L9406
7/1/2014 8:00,7/1/2014,8:00:00,6am to 8:59am,Coffee Cameleon,11.55,2142,L9637
7/1/2014 8:01,7/1/2014,8:01:00,6am to 8:59am,Coffee Cameleon,52.44,2418,NA
7/1/2014 8:01,7/1/2014,8:01:00,6am to 8:59am,Hallowed Grounds,9.92,9617,L5553
7/1/2014 8:01,7/1/2014,8:01:00,6am to 8:59am,Hallowed Grounds,68.42,2681,NA
7/1/2014 8:02,7/1/2014,8:02:00,6am to 8:59am,Brew've Been Served,14.49,9405,L3259
7/1/2014 8:06,7/1/2014,8:06:00,6am to 8:59am,Brew've Been Served,3.03,7819,NA
7/1/2014 8:09,7/1/2014,8:09:00,6am to 8:59am,Brew've Been Served,15.66,8411,L6110
7/1/2014 8:18,7/1/2014,8:18:00,6am to 8:59am,Brew've Been Served,47.74,6901,NA
7/1/2014 9:17,7/1/2014,9:17:00,9am to 11:59am,Abila Airport,3840.37,3506,L7761
7/1/2014 10:05,7/1/2014,10:05:00,9am to 11:59am,Stewart & Sons Fabrication,1200.9,3506,L7761
7/1/2014 10:11,7/1/2014,10:11:00,9am to 11:59am,Nationwide Refinery,1347.36,9735,L9633
7/1/2014 11:31,7/1/2014,11:31:00,9am to 11:59am,Stewart & Sons Fabrication,1843.33,9735,NA
7/1/2014 11:39,7/1/2014,11:39:00,9am to 11:59am,Nationwide Refinery,1562.66,7792,L5756
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Coffee Shack,16.63,7117,L6417
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,51.25,1415,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,12.17,7688,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,23.68,6899,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,64.84,3853,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,71.59,2540,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,53.89,1877,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Brewed Awakenings,6.72,8332,L2070
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,8.03,1321,L4149
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Bean There Done That,46.25,6895,NA
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,18.77,9241,L3288
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,19.61,8156,L5224
7/1/2014 12:00,7/1/2014,12:00:00,12pm to 2:59pm,Jack's Magical Beans,69.84,2463,NA
7/1/2014 12:02,7/1/2014,12:02:00,12pm to 2:59pm,Nationwide Refinery,1071.04,3506,NA
7/1/2014 12:29,7/1/2014,12:29:00,12pm to 2:59pm,Abila Airport,124.89,8642,L2769
7/1/2014 13:08,7/1/2014,13:08:00,12pm to 2:59pm,Katerina's Cafe,59.07,7792,NA
7/1/2014 13:13,7/1/2014,13:13:00,12pm to 2:59pm,Guy's Gyros,29.57,8156,L5224
7/1/2014 13:20,7/1/2014,13:20:00,12pm to 2:59pm,Abila Zacharo,13.52,1415,L7783
7/1/2014 13:20,7/1/2014,13:20:00,12pm to 2:59pm,Gelatogalore,35.06,8332,L2070
7/1/2014 13:20,7/1/2014,13:20:00,12pm to 2:59pm,Guy's Gyros,38.56,7354,L9254
7/1/2014 13:24,7/1/2014,13:24:00,12pm to 2:59pm,Kalami Kafenion,45.05,1286,L3288
7/1/2014 13:24,7/1/2014,13:24:00,12pm to 2:59pm,Kalami Kafenion,11.64,5407,L4034
7/1/2014 13:25,7/1/2014,13:25:00,12pm to 2:59pm,Abila Zacharo,82.25,6899,NA
7/1/2014 13:29,7/1/2014,13:29:00,12pm to 2:59pm,Ouzeri Elian,29.1,2142,L9637
7/1/2014 13:30,7/1/2014,13:30:00,12pm to 2:59pm,Gelatogalore,51.64,1310,NA
7/1/2014 13:32,7/1/2014,13:32:00,12pm to 2:59pm,Ouzeri Elian,28.37,4948,L9406
7/1/2014 13:33,7/1/2014,13:33:00,12pm to 2:59pm,Abila Zacharo,52.72,7688,NA
7/1/2014 13:33,7/1/2014,13:33:00,12pm to 2:59pm,Gelatogalore,34.04,7253,L1682
7/1/2014 13:33,7/1/2014,13:33:00,12pm to 2:59pm,Katerina's Cafe,22.27,7889,L6119
7/1/2014 13:33,7/1/2014,13:33:00,12pm to 2:59pm,Guy's Gyros,11.31,6816,L8148
7/1/2014 13:33,7/1/2014,13:33:00,12pm to 2:59pm,Kalami Kafenion,18.06,4795,L8566
7/1/2014 13:34,7/1/2014,13:34:00,12pm to 2:59pm,Ouzeri Elian,64.84,6895,NA
7/1/2014 13:35,7/1/2014,13:35:00,12pm to 2:59pm,Gelatogalore,8.98,2463,L6886
7/1/2014 13:37,7/1/2014,13:37:00,12pm to 2:59pm,Gelatogalore,21.52,9551,L5777
7/1/2014 13:39,7/1/2014,13:39:00,12pm to 2:59pm,Gelatogalore,17.21,9405,L3259
7/1/2014 13:41,7/1/2014,13:41:00,12pm to 2:59pm,Katerina's Cafe,51.41,3484,NA
7/1/2014 13:41,7/1/2014,13:41:00,12pm to 2:59pm,Abila Zacharo,17.81,9683,L7291
7/1/2014 13:42,7/1/2014,13:42:00,12pm to 2:59pm,Ouzeri Elian,97.71,5368,NA
7/1/2014 13:44,7/1/2014,13:44:00,12pm to 2:59pm,Abila Zacharo,32.4,2418,L9018
7/1/2014 13:45,7/1/2014,13:45:00,12pm to 2:59pm,Kalami Kafenion,22.83,1877,L3014
7/1/2014 13:46,7/1/2014,13:46:00,12pm to 2:59pm,Guy's Gyros,10.11,9635,L3191
7/1/2014 13:46,7/1/2014,13:46:00,12pm to 2:59pm,Kalami Kafenion,22.14,7108,L6544
7/1/2014 13:49,7/1/2014,13:49:00,12pm to 2:59pm,Gelatogalore,36.5,2681,L1107
7/1/2014 13:50,7/1/2014,13:50:00,12pm to 2:59pm,Ouzeri Elian,21.85,8411,L6110
7/1/2014 13:52,7/1/2014,13:52:00,12pm to 2:59pm,Gelatogalore,71.77,1874,NA
7/1/2014 13:53,7/1/2014,13:53:00,12pm to 2:59pm,Hippokampos,51.69,3853,NA
7/1/2014 13:54,7/1/2014,13:54:00,12pm to 2:59pm,Gelatogalore,88.97,5921,NA
7/1/2014 13:55,7/1/2014,13:55:00,12pm to 2:59pm,Abila Zacharo,65.9,7819,NA
7/1/2014 13:56,7/1/2014,13:56:00,12pm to 2:59pm,Ouzeri Elian,16.2,1321,NA
7/1/2014 13:57,7/1/2014,13:57:00,12pm to 2:59pm,Katerina's Cafe,37.44,8202,L2343
7/1/2014 13:57,7/1/2014,13:57:00,12pm to 2:59pm,Gelatogalore,15.4,6691,L6267
7/1/2014 14:00,7/1/2014,14:00:00,12pm to 2:59pm,Hippokampos,76.11,3492,NA
7/1/2014 14:07,7/1/2014,14:07:00,12pm to 2:59pm,Katerina's Cafe,10.9,4434,L2169
7/1/2014 14:09,7/1/2014,14:09:00,12pm to 2:59pm,Guy's Gyros,12.57,9617,L5553
7/1/2014 14:09,7/1/2014,14:09:00,12pm to 2:59pm,Ouzeri Elian,59.51,6901,NA
7/1/2014 14:11,7/1/2014,14:11:00,12pm to 2:59pm,Hippokampos,37.57,8129,L8328
7/1/2014 14:16,7/1/2014,14:16:00,12pm to 2:59pm,Abila Scrapyard,2149.28,2276,L3317
7/1/2014 14:19,7/1/2014,14:19:00,12pm to 2:59pm,Kronos Pipe & Irrigation,3920.82,4530,L8477
7/1/2014 14:34,7/1/2014,14:34:00,12pm to 2:59pm,Carlyle Chemical Inc.,4803.13,7792,NA
7/1/2014 15:03,7/1/2014,15:03:00,3pm to 5:59pm,Stewart & Sons Fabrication,962.2,2276,NA
7/1/2014 15:20,7/1/2014,15:20:00,3pm to 5:59pm,Maximum Iron & Steel,3207.31,4530,L8477
7/1/2014 15:41,7/1/2014,15:41:00,3pm to 5:59pm,Abila Airport,3411.29,8642,L2769
7/1/2014 16:24,7/1/2014,16:24:00,3pm to 5:59pm,Nationwide Refinery,889.58,2276,L3317
7/1/2014 19:45,7/1/2014,19:45:00,6pm to 8:59pm,Guy's Gyros,14.87,7819,L5259
7/1/2014 19:48,7/1/2014,19:48:00,6pm to 8:59pm,Guy's Gyros,31.23,3484,L2490
7/1/2014 20:01,7/1/2014,20:01:00,6pm to 8:59pm,Hippokampos,20.17,1877,L3014
7/1/2014 20:02,7/1/2014,20:02:00,6pm to 8:59pm,Hippokampos,11.56,1415,L7783
7/1/2014 20:04,7/1/2014,20:04:00,6pm to 8:59pm,Albert's Fine Clothing,308.36,6895,NA
7/1/2014 20:09,7/1/2014,20:09:00,6pm to 8:59pm,Katerina's Cafe,19.49,7253,L1682
7/1/2014 20:10,7/1/2014,20:10:00,6pm to 8:59pm,Albert's Fine Clothing,78.91,7117,L6417
7/1/2014 20:10,7/1/2014,20:10:00,6pm to 8:59pm,Guy's Gyros,42.25,7384,NA
7/1/2014 20:10,7/1/2014,20:10:00,6pm to 8:59pm,Guy's Gyros,26.82,4795,NA
7/1/2014 20:11,7/1/2014,20:11:00,6pm to 8:59pm,Katerina's Cafe,10.07,2142,L9637
7/1/2014 20:11,7/1/2014,20:11:00,6pm to 8:59pm,Guy's Gyros,76.71,9683,NA
7/1/2014 20:12,7/1/2014,20:12:00,6pm to 8:59pm,Katerina's Cafe,55.63,1874,NA
7/1/2014 20:13,7/1/2014,20:13:00,6pm to 8:59pm,Katerina's Cafe,94.75,7889,NA
7/1/2014 20:13,7/1/2014,20:13:00,6pm to 8:59pm,Katerina's Cafe,65.02,8202,NA
7/1/2014 20:14,7/1/2014,20:14:00,6pm to 8:59pm,Guy's Gyros,62.33,3853,NA
7/1/2014 20:15,7/1/2014,20:15:00,6pm to 8:59pm,Ouzeri Elian,11.41,9241,L3288
7/1/2014 20:18,7/1/2014,20:18:00,6pm to 8:59pm,Katerina's Cafe,31.6,8411,L6110
7/1/2014 20:19,7/1/2014,20:19:00,6pm to 8:59pm,Guy's Gyros,89.76,7354,NA
7/1/2014 20:20,7/1/2014,20:20:00,6pm to 8:59pm,Frydos Autosupply n' More,312.73,6901,NA
7/1/2014 20:32,7/1/2014,20:32:00,6pm to 8:59pm,Katerina's Cafe,19.53,5921,L3295
7/1/2014 20:33,7/1/2014,20:33:00,6pm to 8:59pm,Katerina's Cafe,17.26,9617,L5553
7/1/2014 20:33,7/1/2014,20:33:00,6pm to 8:59pm,Katerina's Cafe,25.54,6691,L6267
7/1/2014 20:34,7/1/2014,20:34:00,6pm to 8:59pm,Hippokampos,70.19,1321,NA
7/1/2014 20:34,7/1/2014,20:34:00,6pm to 8:59pm,Guy's Gyros,23.12,5368,L2247
7/1/2014 20:47,7/1/2014,20:47:00,6pm to 8:59pm,Katerina's Cafe,32.83,3492,L7814
7/1/2014 20:49,7/1/2014,20:49:00,6pm to 8:59pm,Ouzeri Elian,20.53,2681,L1107
7/1/2014 20:51,7/1/2014,20:51:00,6pm to 8:59pm,Hippokampos,32.99,8156,NA
7/1/2014 21:01,7/1/2014,21:01:00,9pm to 11:59pm,Katerina's Cafe,33.29,9405,L3259
7/1/2014 21:03,7/1/2014,21:03:00,9pm to 11:59pm,Hippokampos,21.2,2540,L5947
7/1/2014 21:17,7/1/2014,21:17:00,9pm to 11:59pm,Hippokampos,37.88,2463,L6886
